id,anychildren,broadband,hispanic,race,region,spend
944,0,1,0,white,NE,116
945,0,1,0,white,S,1701
946,0,1,0,white,W,293
947,0,0,0,white,W,1459
948,0,1,1,white,S,7399
949,1,1,0,white,NE,1029
950,1,0,1,white,S,526
951,1,1,0,white,MW,97
952,0,1,0,white,MW,2464
953,1,1,0,white,S,3404
954,1,1,0,white,NE,886
955,1,1,0,white,MW,1618
956,1,1,0,white,S,238
957,0,0,0,white,S,10
958,1,1,1,white,MW,112
959,0,1,0,white,NE,877
960,1,0,0,white,S,3919
961,1,1,1,white,MW,37
962,1,1,0,white,S,795
963,1,1,0,asian,NE,480
964,1,0,1,white,W,528
965,1,1,0,white,W,183
966,1,1,0,white,MW,3580
967,1,1,0,white,NE,286
968,0,1,0,white,S,27
969,1,1,0,white,W,1302
970,1,0,0,white,NE,746
971,1,0,1,white,S,3336
972,1,1,0,white,NE,3505
973,1,1,0,black,NE,441
974,1,1,0,white,NE,116
975,1,1,0,white,S,438
976,0,1,0,white,MW,65
977,0,1,0,white,NE,1950
978,1,1,0,white,S,1671
979,0,1,0,white,S,2422
980,0,1,0,white,S,2996
981,0,1,0,white,MW,2908
982,1,1,0,white,S,624
983,1,1,0,white,S,350
984,1,0,0,white,S,12
985,1,1,0,white,S,181
986,0,0,0,white,MW,216
987,0,1,1,white,S,208
988,0,1,0,white,S,324
989,1,1,1,white,MW,1609
990,1,0,0,white,W,888
991,1,1,0,white,NE,566
992,1,1,0,white,W,780
993,0,0,0,white,MW,3224
994,1,0,0,white,MW,237
995,1,1,1,white,MW,1075
996,1,1,0,white,NE,602
997,0,1,0,white,S,20
998,0,1,1,black,NE,978
999,0,1,0,white,S,18
1000,1,0,0,asian,MW,834
1001,0,1,0,white,S,659
1002,0,1,0,white,S,2686
1003,1,1,0,white,S,438
1004,0,0,0,white,S,369
1005,0,1,0,white,NE,4224
1006,1,1,0,white,MW,651
1007,0,1,0,white,W,2316
1008,1,1,0,white,S,2200
1009,1,1,0,white,MW,425
1010,1,1,1,white,S,619
1011,0,1,0,white,NE,144
1012,1,1,1,white,W,136
1013,0,1,1,white,S,1820
1014,1,1,0,white,MW,179
1015,1,1,1,white,S,691
1016,0,0,0,white,S,66
1017,1,1,0,white,NE,435
1018,1,1,0,white,W,75
1019,1,1,0,white,MW,314
1020,1,1,0,white,S,16
1021,1,0,0,white,NE,40
1022,1,1,0,white,MW,1084
1023,0,1,0,white,W,132
1024,0,1,1,white,W,38
1025,0,0,0,white,NE,100
1026,1,1,0,white,S,1371
1027,0,1,0,white,MW,5577
1028,0,1,1,white,NE,134
1029,1,1,0,white,S,40
1030,1,1,0,white,S,984
1031,1,1,0,white,S,18
1032,0,1,0,white,S,681
1033,0,1,1,white,S,472
1034,0,1,0,white,S,767
1035,1,1,0,white,S,3044
1036,1,0,0,white,W,3484
1037,0,1,0,white,NE,6317
1038,0,1,0,white,NE,331
1039,1,1,0,white,NE,715
1040,0,1,0,white,NE,1240
1041,0,1,0,white,S,2358
1042,1,1,0,white,S,1673
1043,1,0,0,white,MW,1743
1044,0,1,1,white,MW,104
1045,1,1,0,white,S,1382
1046,1,1,0,white,MW,117
1047,0,1,0,white,MW,360
1048,0,0,1,white,NE,491
1049,1,1,0,white,MW,69
1050,0,1,1,white,W,270
1051,0,1,0,white,S,90
1052,1,1,1,white,NE,3233
1053,1,1,0,black,S,2115
1054,0,0,0,white,W,2042
1055,1,1,0,white,NE,3377
1056,1,1,0,white,W,1321
1057,0,0,0,white,S,72
1058,0,1,1,white,S,193
1059,1,1,0,white,NE,914
1060,0,1,1,white,MW,97
1061,1,0,0,white,S,842
1062,0,1,1,white,NE,9626
1063,1,1,1,white,W,2149
1064,0,1,0,white,W,354
1065,1,1,0,white,NE,925
1066,1,1,0,white,S,18
1067,1,0,1,white,S,1273
1068,1,1,0,white,MW,668
1069,0,0,0,white,S,230
1070,0,1,1,white,MW,16
1071,0,1,0,white,S,340
1072,1,1,0,white,S,9728
1073,1,1,0,white,MW,141
1074,1,0,0,white,NE,36
1075,0,1,0,white,MW,2049
1076,0,1,0,white,MW,176
1077,1,1,0,white,MW,1494
1078,1,1,0,white,S,1528
1079,0,1,0,white,S,482
1080,1,1,0,white,MW,978
1081,0,1,0,white,S,1024
1082,1,0,0,white,W,398
1083,1,0,0,white,MW,192
1084,0,1,0,white,MW,598
1085,1,1,1,white,S,166
1086,1,1,0,white,NE,3381
1087,0,0,0,white,W,64
1088,1,1,1,white,NE,1186
1089,1,1,0,white,S,76
1090,1,1,0,white,S,4122
1091,0,1,0,white,W,340
1092,0,1,0,white,S,1285
1093,0,1,0,white,S,274
1094,1,1,0,white,S,3832
1095,0,1,0,white,S,474
1096,1,0,0,white,S,232
1097,1,1,1,white,MW,373
1098,1,0,0,white,S,2249
1099,1,1,0,white,S,57
1100,1,1,0,white,S,457
1101,1,1,0,white,W,1684
1102,0,1,1,white,S,1673
1103,1,1,0,white,S,51
1104,1,1,0,white,S,377
1105,1,1,0,white,MW,4865
1106,0,1,0,white,W,44
1107,0,1,1,white,NE,2078
1108,0,0,0,white,NE,741
1109,0,1,1,white,S,5766
1110,0,0,0,white,NE,6408
1111,1,1,1,white,W,170
1112,1,1,0,white,S,526
1113,0,1,0,white,MW,2247
1114,1,1,0,white,W,295
1115,1,1,0,white,NE,51
1116,1,1,0,white,S,2895
1117,1,1,0,white,W,1432
1118,1,1,0,white,S,47655
1119,0,1,0,asian,W,295
1120,1,1,0,white,S,128
1121,1,1,0,white,MW,3085
1122,1,1,0,white,NE,28117
1123,1,1,1,white,W,2559
1124,1,1,0,white,W,735
1125,1,0,0,white,S,435
1126,1,1,0,white,MW,4574
1127,1,1,0,white,S,439
1128,1,1,1,white,S,121
1129,0,1,0,white,W,51
1130,1,1,0,white,S,180
1131,1,1,0,white,NE,48
1132,1,1,0,white,MW,390
1133,0,1,1,white,W,40
1134,0,1,0,white,NE,1525
1135,0,1,0,white,MW,2215
1136,1,1,1,white,W,722
1137,0,0,0,white,NE,74
1138,1,0,0,white,MW,80
1139,0,1,0,black,S,58
1140,1,1,0,white,W,59
1141,0,0,1,white,S,1647
1142,1,1,0,white,S,1243
1143,1,1,0,white,S,60
1144,1,1,0,white,NE,201
1145,0,0,0,white,S,2008
1146,1,1,0,white,W,516
1147,0,1,0,white,S,58
1148,1,1,0,white,MW,436
1149,0,0,0,white,W,204
1150,0,0,0,white,MW,30
1151,1,1,0,white,MW,659
1152,0,0,0,white,S,3042
1153,0,1,1,white,S,79
1154,0,1,0,white,S,210
1155,1,0,0,white,NE,563
1156,1,1,0,white,MW,15274
1157,0,0,1,white,MW,193
1158,1,1,0,white,S,7725
1159,0,1,0,white,S,139
1160,1,1,0,white,MW,2113
1161,0,1,1,white,NE,3268
1162,0,1,0,black,NE,2042
1163,1,0,1,white,NE,2754
1164,1,1,0,white,MW,99
1165,0,1,1,white,MW,163
1166,0,1,0,white,S,3009
1167,1,1,0,white,MW,1382
1168,1,0,0,asian,NE,666
1169,0,1,0,white,S,156
1170,1,1,0,white,S,45
1171,0,1,0,white,S,1106
1172,0,1,1,white,W,3064
1173,1,1,1,white,W,223
1174,1,1,0,white,NE,1792
1175,1,1,0,white,S,1422
1176,1,1,1,white,NE,3759
1177,1,1,0,white,MW,127878
1178,1,1,0,white,S,389
1179,1,0,0,white,MW,4002
1180,0,1,0,white,S,1850
1181,0,0,1,black,NE,135
1182,1,1,0,white,W,399
1183,0,0,1,white,MW,47
1184,0,1,0,white,MW,1601
1185,0,0,0,white,MW,2236
1186,1,1,0,white,S,47
1187,1,1,0,white,MW,2120
1188,1,1,0,white,NE,1526
1189,0,1,0,white,S,72
1190,1,1,1,white,S,573
1191,1,1,0,white,W,208
1192,1,0,0,white,MW,4592
1193,1,1,0,white,S,115
1194,1,1,0,white,W,2416
1195,0,1,0,white,NE,180
1196,1,0,0,white,MW,2402
1197,1,1,0,white,S,6801
1198,1,0,1,white,S,62
1199,0,1,0,white,S,17014
1200,1,1,1,white,W,2524
1201,0,1,0,white,W,47630
1202,0,1,0,white,W,110
1203,0,1,0,white,W,733
1204,0,1,0,white,W,1404
1205,0,1,0,white,NE,1835
1206,1,1,0,white,S,125
1207,1,1,0,white,S,482
1208,1,0,1,white,NE,86
1209,1,0,0,white,S,1537
1210,0,1,0,white,W,3323
1211,0,1,0,white,NE,375
1212,1,1,0,white,NE,2170
1213,0,1,0,white,NE,1321
1214,1,0,0,white,MW,1012
1215,1,1,0,white,S,12
1216,1,1,0,white,NE,2105
1217,1,1,1,white,W,764
1218,0,1,0,white,NE,288
1219,0,1,0,white,NE,396
1220,0,1,0,white,MW,364
1221,0,1,0,white,S,388
1222,1,1,1,white,NE,3021
1223,1,1,0,white,S,89
1224,1,1,0,white,MW,434
1225,1,0,0,white,S,1350
1226,0,1,0,white,S,10509
1227,0,0,0,white,MW,138
1228,0,1,0,white,NE,42788
1229,0,1,1,white,MW,668
1230,1,1,1,white,MW,48
1231,1,1,0,white,S,431
1232,1,1,1,white,S,2151
1233,0,1,1,white,W,250
1234,1,1,0,white,S,536
1235,1,0,0,white,NE,160
1236,0,1,0,white,MW,543
1237,1,1,0,white,S,1031
1238,1,1,0,white,S,204
1239,1,0,0,white,MW,456
1240,0,1,0,white,S,874
1241,1,1,0,white,NE,729
1242,0,1,0,white,MW,211
1243,1,1,0,white,S,433
1244,0,1,0,white,W,671
1245,1,0,1,white,MW,704
1246,1,1,0,white,MW,19318
1247,1,1,0,white,MW,366
1248,0,1,1,white,MW,1417
1249,1,1,0,white,W,87
1250,1,1,0,white,W,896
1251,0,1,0,white,NE,108
1252,0,1,0,white,MW,10
1253,1,1,0,white,NE,464
1254,1,1,0,white,S,1369
1255,1,1,0,white,MW,2211
1256,1,1,0,white,S,415
1257,1,1,0,asian,W,4622
1258,1,0,0,white,S,2502
1259,0,1,0,white,S,42
1260,1,1,0,white,MW,3622
1261,0,1,0,white,NE,223
1262,1,1,0,white,NE,337
1263,1,1,0,white,S,1783
1264,1,1,0,white,NE,2846
1265,1,1,0,white,S,19891
1266,1,1,0,white,S,2161
1267,1,1,0,white,W,1647
1268,0,1,0,white,S,205
1269,0,1,0,black,S,245
1270,0,1,0,white,NE,920
1271,0,1,0,white,W,18
1272,1,1,0,white,W,207
1273,1,1,0,white,S,8185
1274,1,1,0,white,S,387
1275,1,1,0,white,NE,111
1276,1,1,0,white,W,1156
1277,0,1,0,white,W,214
1278,1,1,0,white,NE,11874
1279,1,1,0,white,MW,3896
1280,1,1,0,black,S,275
1281,1,1,0,white,S,686
1282,0,1,0,white,W,484
1283,1,1,0,black,S,1379
1284,1,1,0,white,W,3317
1285,1,1,0,white,MW,224
1286,1,1,0,white,MW,303
1287,0,1,0,white,S,1151
1288,0,1,0,white,MW,1494
1289,0,0,0,white,W,641
1290,1,1,1,white,W,1163
1291,0,0,0,white,S,722
1292,0,1,0,white,S,239
1293,0,1,0,white,MW,137
1294,1,1,0,white,S,243
1295,1,1,0,white,W,1361
1296,1,1,0,white,S,569
1297,0,1,0,white,S,177
1298,1,1,0,white,NE,583
1299,1,1,0,white,S,1148
1300,1,1,0,white,S,570
1301,1,1,0,white,W,2973
1302,0,1,0,white,S,995
1303,1,1,0,white,MW,258
1304,1,1,1,black,S,84
1305,1,1,0,white,S,1617
1306,1,1,0,white,MW,20
1307,0,1,0,white,S,129
1308,1,1,0,white,S,2796
1309,1,0,0,white,W,30
1310,1,1,0,white,MW,214
1311,0,0,0,white,W,427
1312,0,1,0,white,MW,71
1313,0,1,0,white,MW,105
1314,1,1,0,white,S,234
1315,1,1,1,white,MW,2275
1316,0,1,0,white,MW,9026
1317,0,1,1,white,W,190
1318,1,1,0,white,S,475
1319,0,1,0,white,NE,995
1320,1,1,1,white,MW,722
1321,1,1,0,white,W,490
1322,1,1,0,white,NE,249
1323,1,0,0,white,S,596
1324,1,1,1,white,W,272
1325,0,1,1,white,MW,10963
1326,0,1,0,white,W,10229
1327,1,1,0,white,NE,5037
1328,0,1,0,white,NE,10509
1329,1,1,0,white,S,801
1330,1,1,0,asian,S,12805
1331,0,1,0,white,MW,1596
1332,1,1,0,white,S,1368
1333,0,1,0,white,NE,51
1334,1,1,0,white,MW,2384
1335,1,1,0,white,NE,304
1336,1,1,0,white,MW,1584
1337,1,1,0,white,S,1931
1338,0,1,0,white,S,1220
1339,1,0,0,white,S,79
1340,0,1,1,white,NE,2218
1341,0,1,0,white,NE,1418
1342,1,1,1,white,W,71
1343,1,1,0,white,W,120
1344,1,1,0,white,S,564
1345,1,1,0,white,NE,355
1346,0,0,1,white,NE,349
1347,1,1,0,white,NE,4838
1348,1,1,1,white,MW,284
1349,0,1,0,white,MW,73
1350,0,1,1,white,S,978
1351,0,1,0,white,NE,368
1352,1,1,0,white,NE,80
1353,0,1,0,white,NE,1171
1354,1,1,1,white,W,366
1355,0,1,1,white,NE,2902
1356,1,1,0,white,NE,411
1357,1,1,0,white,W,657
1358,1,0,0,white,W,218
1359,0,1,0,white,NE,6132
1360,1,1,1,white,W,1168
1361,1,0,0,white,NE,17
1362,0,0,0,white,W,125
1363,1,1,0,white,S,153
1364,1,1,0,white,NE,8822
1365,1,1,1,white,MW,3039
1366,1,1,0,white,S,5355
1367,1,0,0,white,W,774
1368,0,1,0,white,S,834
1369,0,1,1,white,NE,1132
1370,1,1,0,white,W,973
1371,1,1,1,white,S,47
1372,0,1,0,white,MW,248
1373,1,1,0,white,S,10984
1374,0,0,0,white,W,853
1375,1,1,0,white,S,700
1376,1,1,1,white,S,96
1377,1,1,0,white,W,222
1378,1,0,1,white,W,874
1379,1,1,0,white,MW,216
1380,0,1,0,white,MW,364
1381,0,1,0,white,NE,223
1382,0,1,0,white,W,4143
1383,0,1,0,white,MW,13
1384,1,1,1,white,S,218
1385,1,1,0,white,W,19875
1386,0,1,0,white,MW,1911
1387,0,1,0,white,W,134
1388,0,1,0,white,S,33
1389,0,1,0,white,MW,699
1390,0,1,0,white,NE,866
1391,1,1,0,white,W,962
1392,0,1,0,white,NE,172
1393,1,1,1,white,S,146
1394,1,1,0,white,MW,175
1395,0,1,0,white,W,356
1396,0,1,1,white,S,478
1397,1,1,0,white,S,412
1398,1,1,0,white,MW,5263
1399,1,1,0,white,MW,4497
1400,0,1,0,white,S,159
1401,1,0,1,white,S,150
1402,0,1,0,white,MW,77
1403,0,1,1,white,MW,210
1404,1,1,0,white,W,194
1405,1,1,0,white,MW,705
1406,1,1,0,white,S,1772
1407,0,1,0,white,S,70
1408,1,0,0,white,S,42
1409,0,1,0,white,S,4662
1410,1,1,0,white,W,227
1411,1,1,0,white,S,25
1412,0,1,0,white,W,347
1413,1,1,0,white,MW,706
1414,0,1,0,white,S,2958
1415,0,1,0,white,W,69
1416,1,1,0,white,NE,148
1417,1,1,0,white,S,427
1418,1,1,0,white,S,5286
1419,0,1,0,white,S,11209
1420,1,1,0,white,NE,424
1421,1,1,0,white,MW,3421
1422,0,1,0,white,NE,1268
1423,1,1,0,white,NE,99
1424,1,1,1,black,S,2250
1425,0,1,0,white,S,92
1426,1,1,0,white,S,83
1427,1,0,0,white,S,180
1428,0,1,0,white,S,1552
1429,0,1,0,white,NE,6384
1430,0,1,0,white,MW,837
1431,1,1,1,white,NE,346
1432,1,1,0,white,NE,763
1433,0,1,0,white,MW,75
1434,1,1,1,white,W,609
1435,1,1,0,white,W,253
1436,1,1,1,white,NE,678
1437,0,1,0,white,NE,339
1438,1,0,0,white,S,165
1439,0,1,1,white,MW,2310
1440,1,1,0,white,S,355
1441,1,1,0,white,MW,9683
1442,1,1,0,white,S,826
1443,1,0,1,white,W,998
1444,0,1,0,white,S,15006
1445,1,1,0,white,MW,163
1446,1,1,0,white,S,210
1447,0,0,0,white,W,1018
1448,0,1,0,white,S,31
1449,0,0,0,white,S,470
1450,1,1,1,white,S,135
1451,1,1,0,white,S,77
1452,1,1,0,white,W,2482
1453,1,1,0,white,NE,984
1454,0,1,0,white,W,352
1455,0,1,0,white,S,2865
1456,1,1,0,black,S,470
1457,0,1,0,white,W,1199
1458,0,1,0,white,NE,2353
1459,1,0,0,white,MW,293
1460,1,1,0,white,S,782
1461,1,1,0,white,S,899
1462,1,1,0,white,MW,1205
1463,1,1,0,white,MW,2205
1464,1,1,0,white,NE,2576
1465,1,1,0,white,MW,1163
1466,0,1,0,white,S,250
1467,1,1,0,white,W,18
1468,1,1,0,white,S,1216
1469,0,0,0,white,MW,1192
1470,0,1,0,white,NE,2107
1471,0,1,1,white,S,100
1472,1,1,0,white,S,238
1473,0,1,0,asian,W,157
1474,0,1,0,white,S,459
1475,0,1,0,white,NE,3046
1476,0,1,0,white,S,578
1477,0,1,0,white,W,1002
1478,0,1,1,white,NE,882
1479,1,1,0,white,MW,414
1480,1,1,1,white,MW,79
1481,1,1,0,black,S,82
1482,1,1,0,white,W,482
1483,1,0,0,white,S,1019
1484,1,1,0,white,NE,6540
1485,0,1,0,white,S,491
1486,1,1,0,white,MW,608
1487,1,1,0,white,MW,152
1488,0,0,0,white,W,97
1489,1,1,0,white,S,1068
1490,1,1,0,white,MW,3859
1491,0,0,1,white,S,735
1492,1,1,0,white,NE,161
1493,1,1,0,white,S,4576
1494,1,1,0,white,S,741
1495,0,0,0,white,MW,4588
1496,0,1,1,white,S,77
1497,1,0,0,white,S,453
1498,1,1,1,white,NE,363
1499,0,1,0,black,MW,463
1500,0,1,0,white,S,1154
1501,1,1,0,black,NE,11
1502,1,1,0,white,W,185
1503,1,1,0,other,W,76
1504,1,1,0,white,NE,2146
1505,1,1,0,white,S,848
1506,1,1,0,black,NE,758
1507,1,0,0,white,NE,30
1508,1,1,0,white,W,48
1509,0,1,1,white,W,442
1510,0,1,0,white,W,1586
1511,1,1,0,white,S,39
1512,1,1,0,white,MW,398
1513,0,1,0,white,MW,4678
1514,0,1,0,white,S,1784
1515,1,1,0,white,S,721
1516,1,0,0,white,S,38
1517,1,1,0,black,MW,469
1518,0,1,1,white,W,15
1519,1,1,1,white,W,473
1520,0,1,0,white,S,2114
1521,0,1,1,white,W,325
1522,1,1,0,white,S,53
1523,1,1,0,white,NE,60
1524,1,0,0,white,MW,2484
1525,0,1,0,white,NE,4156
1526,1,1,0,white,S,2701
1527,0,1,0,white,S,350
1528,1,1,0,white,NE,541
1529,1,1,0,white,MW,1632
1530,1,1,0,white,MW,175
1531,1,1,0,white,MW,3930
1532,0,1,0,white,W,742
1533,1,0,0,white,S,522
1534,1,1,0,white,S,1845
1535,0,1,0,white,MW,1772
1536,1,1,0,white,W,522
1537,1,1,1,white,W,534
1538,1,1,0,white,S,1308
1539,0,1,1,white,MW,313
1540,0,1,1,white,W,135
1541,1,1,0,white,S,687
1542,1,1,0,white,S,27049
1543,1,1,0,black,MW,84
1544,1,0,0,white,MW,390
1545,1,1,0,white,NE,1027
1546,1,1,0,asian,MW,53950
1547,1,0,1,white,W,154
1548,1,1,0,white,MW,9131
1549,1,1,0,white,NE,614
1550,1,1,1,white,W,843
1551,1,1,0,white,NE,21703
1552,1,1,0,white,S,35
1553,1,1,0,white,S,253
1554,1,1,1,white,W,6682
1555,1,1,0,white,S,177
1556,1,1,0,white,MW,1189
1557,0,1,0,white,S,420
1558,0,0,1,white,S,352
1559,0,1,0,white,S,335
1560,1,1,0,white,W,667
1561,0,1,0,white,W,436
1562,1,1,0,white,MW,970
1563,0,1,1,black,W,18
1564,1,0,0,white,MW,442
1565,1,1,0,white,MW,4553
1566,1,0,0,black,MW,1399
1567,0,1,0,white,W,368
1568,1,1,0,white,NE,10462
1569,1,1,0,white,MW,558
1570,1,1,1,white,MW,3442
1571,1,1,0,white,S,80
1572,1,1,0,white,S,1356
1573,1,0,0,white,MW,3174
1574,1,0,0,white,NE,5864
1575,0,1,0,white,S,351
1576,1,1,1,white,S,953
1577,0,1,0,white,S,2787
1578,0,1,1,white,NE,53
1579,1,1,0,white,NE,32
1580,0,1,0,white,W,83
1581,1,1,0,white,W,15299
1582,1,0,0,white,S,366
1583,1,1,0,white,MW,641
1584,1,1,0,white,S,2329
1585,0,0,1,white,W,543
1586,1,1,0,white,S,2917
1587,1,1,1,white,MW,85
1588,0,1,0,white,MW,525
1589,1,0,0,white,MW,100
1590,1,1,0,white,S,1743
1591,0,0,0,white,S,1420
1592,1,0,1,white,S,23
1593,0,1,0,white,S,237
1594,0,1,0,white,S,41324
1595,0,1,0,white,S,417
1596,1,1,1,white,W,1153
1597,1,1,0,white,NE,349
1598,0,1,1,white,MW,1587
1599,1,1,0,black,S,62
1600,1,0,1,white,W,280
1601,1,1,1,white,W,2868
1602,0,1,0,white,MW,552
1603,1,1,0,white,W,259
1604,1,0,0,white,MW,1877
1605,1,0,0,white,S,344
1606,0,1,0,black,MW,374
1607,0,1,0,white,S,3954
1608,1,1,0,white,S,4622
1609,0,1,0,white,S,28
1610,1,1,0,white,NE,306
1611,0,0,0,white,W,76
1612,1,1,1,white,W,6235
1613,0,1,0,white,NE,128
1614,1,1,0,white,S,29
1615,1,1,0,white,W,722
1616,0,1,1,white,S,68
1617,1,1,0,white,W,401
1618,1,1,0,white,MW,16
1619,0,1,0,black,S,180
1620,1,1,0,white,S,231
1621,1,1,0,white,W,329
1622,0,1,0,white,MW,791
1623,1,1,0,white,MW,980
1624,1,1,0,white,NE,819
1625,1,1,0,white,S,380
1626,1,1,0,white,NE,11766
1627,0,1,0,white,S,2288
1628,1,0,0,white,S,1247
1629,1,1,0,white,W,1452
1630,1,1,1,white,NE,228
1631,1,1,0,white,W,543
1632,0,1,1,white,W,168
1633,1,1,0,white,W,9412
1634,1,1,0,white,MW,6355
1635,1,1,0,white,S,1039
1636,1,1,0,white,W,55
1637,0,1,0,white,MW,1922
1638,1,0,0,white,MW,30
1639,1,0,0,white,MW,2648
1640,1,1,0,white,NE,4944
1641,1,1,1,white,S,125
1642,1,1,0,white,MW,601
1643,1,1,0,white,S,20
1644,1,0,0,white,W,475
1645,0,1,0,white,NE,811
1646,1,0,0,white,NE,525
1647,0,1,0,white,MW,1004
1648,0,1,0,white,NE,3279
1649,0,0,0,white,S,1808
1650,1,1,0,white,S,1914
1651,1,0,0,white,MW,681
1652,1,1,0,white,S,3599
1653,1,0,0,white,MW,502
1654,1,1,0,white,S,96
1655,1,1,0,white,S,100
1656,1,1,1,white,S,29
1657,0,1,0,black,MW,147
1658,1,1,0,black,S,69
1659,1,1,0,white,MW,1047
1660,1,0,1,white,MW,32
1661,1,1,0,white,NE,371
1662,1,1,0,white,NE,1606
1663,0,1,0,white,NE,932
1664,1,1,0,white,MW,153
1665,0,1,0,white,MW,21
1666,0,1,0,white,S,4295
1667,1,1,0,white,S,1609
1668,1,1,0,black,S,527
1669,1,1,0,white,W,105
1670,0,1,1,white,S,360
1671,1,1,1,white,S,1478
1672,1,1,0,white,MW,4968
1673,0,1,0,white,MW,267
1674,1,1,0,white,W,40
1675,1,1,0,white,MW,189
1676,0,1,0,white,MW,32
1677,0,0,1,white,S,107
1678,1,1,0,white,W,3934
1679,1,1,0,white,W,469
1680,0,1,0,white,W,2101
1681,1,1,1,white,S,12
1682,1,1,0,white,MW,31
1683,1,1,1,white,W,462
1684,1,1,0,white,MW,29
1685,1,1,0,white,NE,687
1686,1,1,1,white,MW,837
1687,1,1,0,white,S,20930
1688,1,0,0,black,S,59
1689,1,1,0,white,NE,2183
1690,0,1,0,white,NE,854
1691,0,0,0,white,S,753
1692,1,0,0,white,S,123
1693,0,1,0,white,W,7849
1694,1,1,0,white,MW,31301
1695,0,1,0,white,S,824
1696,1,0,1,white,NE,217
1697,1,0,1,white,NE,97
1698,1,1,0,white,S,65
1699,1,1,0,white,W,471
1700,0,1,0,white,MW,353
1701,1,1,0,white,S,11612
1702,1,0,0,white,S,32
1703,0,1,1,white,W,512
1704,1,1,0,white,MW,1642
1705,1,1,0,white,NE,3390
1706,1,1,1,white,W,1028
1707,1,1,0,white,S,57
1708,1,1,0,white,MW,358
1709,0,1,1,white,W,7336
1710,0,0,0,white,MW,65
1711,0,1,0,white,S,3906
1712,1,0,1,white,S,393
1713,0,1,0,white,S,800
1714,1,1,1,white,NE,2130
1715,0,1,0,white,S,1638
1716,0,0,0,white,NE,1045
1717,0,1,1,white,NE,9541
1718,0,1,1,white,W,766
1719,0,0,0,white,S,1976
1720,0,1,0,white,S,1313
1721,1,1,0,white,NE,1552
1722,1,1,0,white,S,1423
1723,1,0,0,black,MW,165
1724,0,1,0,black,NE,90
1725,0,1,0,white,W,10
1726,1,1,0,white,S,1139
1727,1,1,1,white,S,239
1728,0,1,0,white,MW,761
1729,1,0,1,white,W,3173
1730,0,1,0,white,S,1322
1731,0,1,0,white,S,9668
1732,1,1,0,asian,S,64
1733,1,1,0,white,W,745
1734,1,0,0,white,MW,78
1735,1,1,0,white,W,516
1736,1,1,0,white,MW,135
1737,1,1,0,white,NE,143
1738,0,1,0,white,S,288
1739,1,1,1,white,S,235
1740,1,1,0,white,MW,42
1741,0,1,0,white,S,1017
1742,0,0,1,white,S,120
1743,0,1,0,white,S,116
1744,0,1,1,white,S,349
1745,0,1,0,white,S,350
1746,1,1,1,white,S,1341
1747,1,1,0,white,MW,3821
1748,1,1,0,white,MW,508
1749,1,0,0,white,NE,199
1750,1,1,0,white,NE,319
1751,0,0,0,white,NE,18
1752,0,1,0,white,S,115
1753,1,1,0,white,MW,460
1754,1,1,1,white,MW,351
1755,1,1,0,white,S,2618
1756,1,1,0,white,W,423
1757,1,1,0,white,MW,567
1758,0,0,0,white,S,18
1759,1,0,0,white,NE,5268
1760,0,1,0,white,S,85
1761,0,1,0,white,S,690
1762,1,1,1,white,S,99
1763,0,1,0,white,S,849
1764,0,1,1,white,S,75
1765,1,1,0,white,W,15867
1766,0,1,1,white,S,2645
1767,1,0,0,white,S,80
1768,1,1,0,white,S,856
1769,0,1,0,white,S,374
1770,1,0,0,white,S,75
1771,1,1,0,asian,W,1336
1772,0,1,0,white,W,1756
1773,1,1,0,white,S,2162
1774,0,1,0,white,NE,1098
1775,0,1,1,white,S,524
1776,1,1,0,white,S,208
1777,1,1,0,white,NE,5433
1778,1,1,0,white,S,1761
1779,1,1,1,white,W,481
1780,0,1,0,white,W,20
1781,1,1,0,white,NE,3947
1782,1,1,1,white,NE,406
1783,1,1,0,asian,W,1634
1784,1,0,0,white,S,58
1785,1,1,0,white,S,1161
1786,1,0,0,white,MW,1077
1787,0,1,0,white,NE,1599
1788,1,1,0,black,NE,196
1789,0,1,0,white,NE,5803
1790,1,0,0,white,MW,4028
1791,1,1,0,white,NE,171
1792,0,1,0,white,W,341
1793,0,0,0,white,S,405
1794,0,0,0,white,NE,866
1795,0,1,1,white,S,1238
1796,1,1,1,white,W,72
1797,0,1,1,white,S,876
1798,1,1,0,white,S,408
1799,0,0,0,white,MW,580
1800,0,0,0,white,MW,1490
1801,1,1,0,white,S,2211
1802,0,1,0,white,S,54
1803,0,1,0,white,MW,1127
1804,0,0,1,white,S,38
1805,0,1,0,white,W,17
1806,1,1,0,white,S,40
1807,0,1,0,white,W,204
1808,0,1,0,white,NE,6888
1809,1,1,1,white,W,11671
1810,1,1,0,white,W,21799
1811,1,1,0,white,S,153
1812,0,1,0,white,W,175
1813,0,0,0,white,MW,539
1814,1,1,0,white,MW,458
1815,1,1,0,white,MW,259
1816,1,1,0,white,MW,572
1817,0,1,0,white,S,2876
1818,1,1,0,white,S,3083
1819,1,1,0,white,S,168
1820,1,1,0,white,NE,5785
1821,0,1,0,white,W,527
1822,1,1,0,white,S,1454
1823,0,0,0,white,W,174
1824,1,0,0,white,S,444
1825,1,1,0,white,MW,114
1826,1,1,0,white,MW,247
1827,0,1,1,white,S,6094
1828,0,1,0,white,MW,658
1829,0,1,1,asian,W,247
1830,1,1,0,white,NE,676
1831,1,1,0,white,W,970
