Viewer,Show,Q1_Attentive,Q1_Excited,Q1_Happy,Q1_Engaged,Q1_Curious,Q1_Motivated,Q1_Comforted,Q1_Annoyed,Q1_Indifferent,Q2_Relatable,Q2_Funny,Q2_Confusing,Q2_Predictable,Q2_Entertaining,Q2_Fantasy,Q2_Original,Q2_Believable,Q2_Boring,Q2_Dramatic,Q2_Suspenseful
184,Next,3,4,4,4,4,2,2,4,4,3,5,1,3,4,1,2,4,2,5,1
184,Real World XVIII Denver Launch,5,4,2,4,3,2,1,4,4,2,4,2,5,4,1,2,2,3,5,4
184,America's Next Top Model,4,4,4,3,4,4,3,1,1,2,3,3,3,3,1,4,5,4,4,3
185,Next,2,3,3,2,2,1,2,4,4,2,4,3,3,4,1,2,1,3,2,1
185,My Super Sweet 16,2,4,3,3,4,3,2,5,4,1,4,3,3,4,4,5,2,2,4,3
185,American Chopper,4,3,3,3,4,2,3,2,3,3,4,2,3,5,1,4,4,2,4,3
185,Monk,5,4,4,5,4,3,2,2,2,3,5,3,2,5,2,4,4,2,4,4
185,The Closer,4,4,3,5,4,3,3,2,2,2,3,2,2,4,2,3,4,3,5,5
186,Dancing with the Stars,3,4,4,4,2,3,3,1,2,5,4,1,2,5,1,4,5,1,3,4
187,Iron Chef America,3,3,3,3,3,3,3,3,3,5,3,3,2,3,3,3,3,4,3,3
187,My Super Sweet 16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
187,Smallville,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
187,Heroes,5,5,5,5,5,5,5,1,1,5,5,1,1,5,1,5,5,1,5,5
188,Monk,5,4,5,4,4,2,2,1,1,4,5,1,2,5,2,4,2,1,2,2
188,America's Next Top Model,4,4,4,4,4,2,3,1,1,1,3,1,3,4,1,3,3,1,4,2
188,Cold Case,5,5,4,5,4,3,4,1,1,3,3,1,2,5,1,5,5,1,5,4
188,Bones,5,5,5,5,5,4,4,1,1,5,5,1,1,5,1,5,5,1,5,5
188,Two and a Half Men,4,4,5,4,3,3,4,1,1,3,5,1,3,5,1,5,4,1,1,1
191,Project Runway,4,4,4,3,4,2,3,1,2,4,2,1,4,4,1,3,4,1,1,1
191,House Hunters,4,3,4,3,4,1,2,3,2,1,4,1,4,4,1,3,2,2,1,1
191,My Super Sweet 16,5,5,5,5,4,3,3,1,1,5,4,1,3,5,1,5,5,1,1,1
191,What Not to Wear,4,4,4,4,4,3,3,1,1,4,3,1,2,4,1,4,4,1,1,1
192,My Super Sweet 16,5,1,1,1,5,1,1,5,1,1,5,5,5,5,1,5,1,1,5,5
192,What Not to Wear,3,3,3,3,3,3,1,1,1,5,5,1,1,5,1,5,5,1,1,1
192,America's Next Top Model,5,1,2,5,5,1,1,5,1,2,4,1,3,5,2,4,3,1,4,4
192,Law and Order: Criminal Intent,5,3,2,5,5,2,1,1,1,2,5,2,1,5,1,5,4,1,5,5
192,Bones,5,1,1,5,5,1,1,1,1,2,5,1,1,5,1,5,2,1,5,5
194,Monk,5,5,5,5,5,5,3,1,1,4,5,1,1,5,3,5,3,1,4,3
194,The Closer,5,5,5,5,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5
194,Close to Home,5,5,5,5,5,5,5,1,1,5,5,1,1,5,1,5,5,1,5,5
194,Law and Order: Criminal Intent,5,5,5,5,5,5,5,1,1,5,5,1,1,5,3,5,5,1,5,5
194,The Apprentice: Los Angeles,4,4,4,4,5,3,3,2,2,2,5,2,4,5,2,5,3,2,5,4
196,Next,3,3,3,3,4,3,3,4,3,4,4,1,5,3,4,3,2,2,2,3
196,House Hunters,3,3,3,3,4,3,3,3,3,3,3,1,3,4,1,4,4,3,3,3
196,My Super Sweet 16,3,3,3,3,3,3,3,4,3,2,4,3,3,4,4,4,2,3,4,3
196,Real World XVIII Denver Launch,4,4,4,3,3,3,3,3,3,4,4,2,2,4,3,4,4,2,4,4
196,American Chopper,4,3,4,3,4,3,3,3,3,3,4,3,3,4,3,4,3,3,3,3
197,House Hunters,3,3,3,4,4,3,3,2,2,2,3,1,3,3,3,3,2,2,2,3
197,Monk,5,5,5,5,5,5,4,2,2,4,5,2,2,5,3,5,4,2,5,5
198,Next,3,2,2,3,4,2,2,4,3,2,4,1,4,3,1,3,2,3,2,1
198,My Super Sweet 16,2,3,3,3,2,2,2,4,4,2,4,1,4,4,1,2,2,3,4,1
198,What Not to Wear,4,3,4,4,4,3,2,2,2,5,4,2,3,4,1,4,4,2,2,2
199,My Super Sweet 16,3,2,3,4,4,1,1,3,3,1,5,1,3,5,4,2,2,3,1,1
199,What Not to Wear,4,4,4,4,4,4,4,2,2,4,4,2,4,4,2,4,4,2,2,4
199,Real World XVIII Denver Launch,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
199,Friday Night Lights,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
199,Law and Order: Criminal Intent,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
199,My Name is Earl,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
200,Top Chef,3,3,3,5,4,2,3,2,2,1,4,2,3,5,5,4,2,1,5,4
200,Project Runway,3,3,3,4,3,2,1,3,2,2,2,1,2,3,1,3,2,3,4,3
200,Dancing with the Stars,3,4,2,4,4,4,2,3,2,3,3,2,3,4,2,4,4,1,4,5
200,CSI: Crime Scene Investigation,4,4,3,4,4,4,2,3,2,3,4,3,3,4,2,4,4,2,4,4
201,Monk,4,3,4,4,4,3,4,2,2,3,4,2,3,4,2,5,3,2,4,4
201,30 Rock,5,4,5,4,4,4,3,1,1,4,5,1,2,5,3,5,4,1,3,3
201,My Name is Earl,5,4,5,5,5,5,4,1,1,5,5,1,1,5,4,5,3,1,4,4
201,Ugly Betty,5,5,5,5,5,5,5,1,1,5,5,2,1,5,4,5,3,1,5,5
203,American Chopper,3,3,3,3,3,3,2,2,4,3,5,2,3,5,2,4,3,2,3,3
203,Monk,4,5,4,5,5,4,3,2,1,4,5,1,3,5,2,5,4,1,4,4
203,The Closer,5,5,3,5,5,5,3,2,1,5,5,2,2,5,2,5,5,1,5,5
203,Cold Case,4,2,2,4,4,3,2,2,2,3,3,2,2,5,2,3,4,2,4,4
204,Next,3,3,3,3,3,3,3,4,3,2,4,2,4,4,3,3,2,2,4,2
204,House Hunters,4,4,4,3,5,5,3,2,5,5,4,2,5,5,5,5,5,2,5,2
204,My Super Sweet 16,3,3,2,3,3,3,3,5,3,5,5,2,5,5,5,5,5,2,5,5
204,What Not to Wear,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,3,5,5
204,Monk,3,3,4,4,4,4,3,5,4,4,3,5,3,4,3,4,4,3,3,3
204,Supernatural,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
206,Next,2,2,2,2,1,1,2,4,3,1,4,1,5,2,1,4,2,3,2,3
206,House Hunters,5,3,4,4,5,5,5,1,2,5,3,1,2,5,1,5,5,1,2,2
206,My Super Sweet 16,1,1,1,1,4,1,1,5,5,1,5,1,5,5,5,5,1,5,3,1
206,What Not to Wear,5,5,5,5,5,5,5,1,3,5,5,1,4,5,2,5,5,2,5,5
206,Real World XVIII Denver Launch,5,3,4,4,5,3,3,2,5,1,5,4,1,5,5,4,2,2,5,5
206,The Closer,5,3,3,5,5,3,3,2,4,3,4,2,1,5,2,2,3,1,5,5
207,Trading Spaces: All Stars,4,4,4,4,5,4,3,1,2,5,4,1,3,5,1,5,5,1,2,3
207,What Not to Wear,5,5,4,5,5,4,4,2,1,4,4,2,2,5,1,4,5,1,5,4
207,Grey's Anatomy,5,4,2,5,5,2,2,3,2,2,4,2,1,5,1,5,3,1,5,4
209,My Super Sweet 16,4,3,4,4,5,2,1,5,2,1,5,1,3,4,3,5,5,2,5,2
209,What Not to Wear,4,2,4,4,4,4,2,3,5,3,3,1,4,4,3,4,5,4,3,2
209,Cops,4,3,3,5,5,2,2,3,2,4,5,1,3,5,1,4,5,1,5,5
209,The Biggest Loser,5,5,4,5,4,5,5,1,1,5,4,1,2,5,1,5,5,1,5,5
209,Grey's Anatomy,2,2,3,2,2,1,2,1,4,2,3,3,4,2,4,2,3,4,4,3
211,Next,4,3,3,3,4,3,3,2,3,3,3,2,4,4,2,3,4,2,2,2
211,What Not to Wear,4,3,3,3,4,3,3,2,2,3,4,1,4,4,2,3,4,2,2,2
211,American Chopper,4,4,3,5,4,3,3,3,2,4,4,2,4,4,2,3,4,2,3,3
211,Cops,4,3,4,4,4,3,3,4,3,3,4,2,4,4,2,3,4,2,3,2
211,America's Next Top Model,4,3,3,4,4,3,3,3,3,3,4,2,4,4,3,3,4,3,3,2
212,Next,3,3,3,3,3,2,3,3,5,2,4,1,3,4,3,4,1,2,1,3
212,My Super Sweet 16,3,3,3,4,3,2,2,4,5,2,4,3,3,4,4,4,4,3,3,2
212,What Not to Wear,3,3,4,3,3,2,4,2,4,5,5,1,2,5,2,4,5,2,2,3
212,Real World XVIII Denver Launch,3,2,2,3,3,2,2,2,4,2,3,2,2,3,2,4,3,2,3,4
212,Monk,4,4,3,4,3,2,2,1,2,3,5,1,3,5,2,4,2,1,3,4
212,The Closer,3,2,2,3,3,2,2,2,5,2,3,2,3,3,2,3,3,2,4,4
214,Next,3,4,4,2,3,3,3,4,2,3,5,1,5,4,5,3,2,1,3,2
214,Real World XVIII Denver Launch,4,5,4,5,4,4,4,3,2,4,5,3,4,4,4,4,3,2,5,4
216,Smallville,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,1,3,3,3
216,Law and Order: Criminal Intent,4,4,4,4,4,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3
216,Bones,4,3,4,4,4,4,3,3,4,4,3,2,3,3,3,4,3,2,4,4
216,Ugly Betty,4,3,4,4,3,4,4,1,2,2,1,4,2,1,4,2,3,2,3,4
216,Two and a Half Men,2,4,4,3,5,5,1,2,3,2,3,4,4,3,2,1,1,2,3,3
216,CSI: Crime Scene Investigation,5,5,5,5,5,5,5,1,1,4,5,2,2,5,2,4,3,1,4,4
217,America's Next Top Model,2,2,2,1,3,2,2,5,4,2,2,4,4,2,1,1,2,4,5,1
217,Law and Order: Criminal Intent,2,3,2,3,4,2,2,3,2,2,2,3,3,3,2,3,2,3,4,4
217,Bones,5,4,3,5,5,3,2,2,2,2,3,3,3,4,3,3,3,2,4,5
218,Friday Night Lights,2,3,2,2,2,3,2,1,2,3,2,1,3,4,1,5,5,2,5,4
218,Law and Order: Criminal Intent,5,4,3,5,4,3,2,1,2,4,1,3,1,5,3,3,4,1,5,5
218,The Biggest Loser,3,3,4,4,4,4,3,2,2,5,5,1,4,4,1,3,4,2,5,4
218,Ugly Betty,4,3,4,4,4,4,4,1,2,5,4,1,4,5,4,5,2,1,4,3
218,Lost,5,5,5,5,5,5,5,1,2,4,2,4,1,5,5,5,1,1,5,5
218,Dancing with the Stars,5,5,4,5,5,4,4,1,2,3,5,1,4,5,5,3,4,1,4,4
219,What Not to Wear,2,2,5,2,2,2,1,3,5,1,3,1,5,3,1,1,5,5,1,1
220,Top Chef,4,3,5,1,3,1,1,2,1,3,4,1,5,4,5,3,1,1,4,1
220,Next,5,5,1,1,5,1,1,5,1,1,5,1,5,5,5,5,1,1,5,1
220,My Super Sweet 16,4,3,3,2,4,1,2,1,2,2,4,3,4,4,4,3,2,1,4,3
220,Cops,4,3,2,1,4,1,1,4,4,1,2,2,5,4,3,2,2,3,5,2
220,America's Next Top Model,5,5,5,5,5,3,4,1,1,2,4,2,1,5,3,3,5,1,5,5
221,Project Runway,2,3,3,2,3,1,2,3,4,2,3,1,4,3,4,3,2,2,2,1
221,What Not to Wear,5,5,2,5,4,2,2,1,1,2,2,2,3,5,1,2,2,2,5,5
221,Law and Order: Criminal Intent,4,5,4,4,4,5,5,2,5,4,5,3,5,5,2,5,3,2,3,2
221,My Name is Earl,5,5,5,5,5,5,5,1,1,4,5,2,2,5,2,5,4,1,5,5
221,Grey's Anatomy,5,5,5,5,5,2,5,5,1,5,5,1,1,5,5,5,5,1,5,5
222,Next,3,3,3,3,4,2,2,2,3,2,4,1,3,4,2,3,3,3,2,3
222,My Super Sweet 16,3,3,3,3,4,3,2,5,3,1,3,2,5,3,4,3,2,2,3,2
222,What Not to Wear,4,4,4,4,4,3,4,2,2,3,4,1,4,4,2,3,3,2,2,3
222,Real World XVIII Denver Launch,4,4,4,3,2,3,3,3,2,4,4,3,3,5,2,2,3,2,4,3
222,Veronica Mars,4,4,4,4,3,2,4,2,3,3,3,2,3,4,3,4,2,2,2,3
222,America's Next Top Model,4,4,4,3,3,3,3,2,2,3,4,2,3,3,4,3,3,2,4,4
223,Project Runway,4,4,4,5,4,2,2,3,2,5,4,1,3,4,2,3,5,2,4,2
223,Real World XVIII Denver Launch,4,4,3,5,5,3,3,2,2,3,4,2,3,4,3,3,4,2,4,3
223,America's Next Top Model,5,5,4,5,5,4,3,3,1,4,4,2,3,4,3,4,4,1,5,5
223,Grey's Anatomy,4,4,4,4,4,3,4,3,1,4,4,2,3,5,2,4,5,2,4,3
224,Next,1,1,1,1,1,1,1,5,1,1,3,1,5,3,1,3,3,2,5,1
224,My Super Sweet 16,2,1,2,3,1,1,1,2,1,4,3,1,4,4,1,4,4,2,4,1
224,What Not to Wear,4,4,4,4,2,4,4,2,2,5,5,1,2,5,4,4,5,1,5,4
224,Real World XVIII Denver Launch,4,3,3,3,2,3,2,3,3,4,4,2,4,4,3,4,5,2,5,2
224,America's Next Top Model,5,4,4,3,1,2,3,1,3,5,3,1,2,4,3,5,5,1,5,3
225,America's Next Top Model,4,4,3,4,4,4,4,4,2,3,3,2,3,4,2,2,3,2,3,2
226,Law and Order: Criminal Intent,3,2,2,4,4,3,3,3,3,3,2,3,3,3,2,3,4,3,5,4
226,Grey's Anatomy,3,4,4,5,5,3,4,4,3,2,4,3,3,5,3,3,4,1,5,4
230,Top Chef,4,3,4,4,3,3,3,2,2,4,4,1,3,4,2,4,3,2,4,4
230,Veronica Mars,3,2,3,3,2,2,2,2,2,3,3,2,4,3,3,3,2,2,3,2
230,Smallville,2,2,3,2,3,2,2,2,2,3,3,1,4,3,1,2,3,2,3,2
231,Real World XVIII Denver Launch,4,3,3,4,3,2,4,3,3,3,3,3,3,4,3,3,3,2,4,3
231,Heroes,5,5,5,5,5,3,3,1,3,2,1,1,1,5,5,5,2,1,5,5
232,Top Chef,2,1,1,2,2,1,1,1,5,1,3,1,3,3,5,4,1,3,1,1
232,Project Runway,4,1,1,1,4,1,1,1,1,2,1,1,2,3,3,4,3,1,4,3
232,Next,3,1,1,3,3,1,1,1,1,1,1,1,2,3,3,3,3,1,3,3
232,America's Next Top Model,3,2,1,3,3,1,1,1,1,1,1,1,2,3,5,3,3,1,3,3
233,America's Next Top Model,4,5,4,4,4,4,2,3,4,4,3,4,5,5,2,3,4,1,5,5
233,Lost,5,5,4,5,5,4,3,2,1,2,3,4,2,5,5,5,2,1,5,5
233,Heroes,5,5,5,5,5,5,4,2,2,2,2,3,1,5,5,5,5,1,5,5
233,Grey's Anatomy,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5
234,Next,3,4,2,4,4,1,3,3,1,3,4,3,4,5,1,5,2,1,4,2
234,House Hunters,4,4,4,4,5,2,2,2,1,4,2,1,4,4,1,4,5,2,1,3
234,My Super Sweet 16,4,4,2,4,4,1,2,4,1,2,4,3,4,4,2,4,3,1,5,4
234,Smallville,4,3,3,4,4,2,2,2,2,3,2,4,3,4,4,4,3,3,4,4
234,Two and a Half Men,4,3,5,4,4,2,2,3,1,4,5,4,4,4,1,3,5,2,2,1
234,Lost,4,3,2,4,5,3,1,3,2,2,2,5,1,3,4,5,2,2,5,4
235,Monk,2,2,2,1,2,2,2,2,3,3,3,1,3,3,1,3,3,3,3,3
235,Cops,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3
235,Las Vegas,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
235,Law and Order: Criminal Intent,3,3,3,3,3,3,3,1,3,4,3,1,3,4,1,3,4,2,3,4
235,Cold Case,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
235,Shark,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
238,Friday Night Lights,4,3,3,4,3,3,2,1,1,3,3,1,4,4,2,3,4,1,5,4
238,Las Vegas,3,2,2,3,3,2,2,1,1,3,3,2,3,4,4,4,4,1,5,4
238,Ugly Betty,4,3,4,4,3,2,2,1,1,4,5,2,2,5,4,5,4,1,5,3
238,Lost,5,4,4,5,4,3,2,1,1,2,2,2,2,5,5,5,2,1,5,5
238,Dancing with the Stars,4,3,4,4,4,1,1,1,1,2,2,1,2,5,1,5,5,1,2,4
239,Next,1,4,1,1,4,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3
239,Real World XVIII Denver Launch,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
239,Cops,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
241,My Super Sweet 16,5,4,4,5,4,4,2,5,1,5,5,3,5,5,4,5,5,3,4,3
241,What Not to Wear,5,3,4,5,5,4,4,4,1,5,5,3,4,5,1,4,5,1,2,3
241,Monk,5,1,5,5,5,5,5,3,1,5,5,3,2,5,1,5,5,1,5,5
241,America's Next Top Model,5,5,4,4,5,3,3,3,3,2,5,2,3,4,4,2,5,2,3,4
241,Law and Order: Criminal Intent,5,5,4,5,5,5,3,2,2,5,4,3,2,5,3,5,5,1,5,5
242,Top Chef,5,4,4,5,5,3,4,2,3,5,4,2,4,5,3,5,5,1,5,5
242,Las Vegas,5,5,5,5,5,5,5,2,1,4,5,3,4,5,3,5,5,1,5,4
242,The War at Home,5,5,5,5,5,5,5,2,2,5,4,1,4,5,2,5,5,2,5,5
242,CSI: Crime Scene Investigation,5,4,4,5,5,4,4,2,2,4,4,4,3,5,2,5,4,1,5,5
244,Next,3,2,4,2,2,2,2,3,3,3,5,1,5,5,1,3,3,2,4,2
244,My Super Sweet 16,2,2,2,3,2,2,2,4,4,1,4,1,5,4,1,4,4,2,5,1
244,Real World XVIII Denver Launch,4,2,3,4,4,2,2,2,4,4,4,1,4,5,1,4,5,2,5,4
244,Las Vegas,4,3,4,4,4,2,2,2,3,3,3,3,4,4,1,4,3,2,4,3
244,America's Next Top Model,5,5,5,5,5,3,3,1,3,3,4,1,4,5,1,5,4,1,4,4
245,Next,3,3,3,2,3,1,1,2,4,2,1,1,5,4,1,3,3,2,1,1
245,My Super Sweet 16,4,3,3,2,3,3,2,4,3,1,2,1,4,4,5,3,4,2,4,2
245,Real World XVIII Denver Launch,4,3,3,4,2,1,2,1,2,2,3,1,3,5,1,4,3,1,4,3
245,America's Next Top Model,4,3,3,4,2,4,3,2,3,2,3,2,3,4,2,4,3,2,3,2
245,Lost,5,5,2,5,5,2,2,1,3,2,2,4,1,5,5,5,4,1,5,5
246,CSI: Crime Scene Investigation,4,4,4,4,5,5,2,1,1,4,1,4,2,4,1,4,4,1,4,4
247,American Chopper,4,4,4,5,5,4,3,3,3,4,3,3,3,4,4,4,3,2,4,3
247,Las Vegas,4,4,4,4,4,3,4,3,3,2,3,3,3,4,4,4,3,2,4,4
247,Law and Order: Criminal Intent,4,4,4,4,5,3,4,3,3,3,3,3,3,5,4,4,3,2,4,5
247,Shark,4,4,4,4,4,4,4,3,3,3,4,3,3,4,3,3,3,2,4,4
247,My Name is Earl,5,5,5,5,5,3,5,3,3,4,5,2,3,5,3,5,3,1,4,4
247,Two and a Half Men,5,5,5,5,5,3,5,3,3,5,5,2,4,5,5,4,4,1,4,3
250,Next,1,2,5,3,3,1,1,1,2,1,5,1,3,5,5,3,2,2,3,1
250,What Not to Wear,2,1,4,2,4,2,1,1,1,2,4,1,3,4,1,4,4,2,4,1
250,Real World XVIII Denver Launch,2,1,4,2,4,1,2,1,3,2,5,2,2,5,3,3,3,2,4,1
250,Supernatural,3,2,4,3,4,2,2,1,1,1,2,3,1,5,5,4,1,1,5,4
250,Bones,5,5,5,5,5,5,5,1,1,3,4,1,1,5,4,4,4,1,5,5
251,Trading Spaces: All Stars,4,4,3,4,4,3,3,4,2,4,5,3,3,5,4,2,2,2,5,4
251,What Not to Wear,3,3,3,3,3,3,3,3,3,4,2,2,5,3,2,4,2,3,4,2
251,America's Next Top Model,4,5,5,5,3,4,3,2,4,3,3,4,4,3,4,3,5,4,3,2
251,Grey's Anatomy,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,5,5,3,4,3
252,Law and Order: Criminal Intent,4,4,3,4,4,4,2,2,3,2,2,2,2,4,1,4,3,1,4,4
252,Cold Case,3,3,3,4,4,2,2,3,5,3,4,3,2,3,3,3,4,2,3,3
252,CSI: Crime Scene Investigation,4,3,3,4,4,3,2,2,3,3,2,3,2,5,1,4,3,2,4,4
252,Grey's Anatomy,4,4,4,4,4,4,2,3,3,4,4,3,2,5,2,3,4,1,4,4
254,Next,5,3,4,5,5,2,3,3,1,4,5,1,4,5,1,5,3,1,5,2
254,House Hunters,5,4,5,5,4,5,3,1,1,5,2,1,3,5,1,5,5,1,2,3
254,My Super Sweet 16,5,3,3,5,5,4,3,3,2,4,5,1,4,5,5,4,2,1,5,4
254,What Not to Wear,5,5,5,5,5,4,3,4,1,5,5,1,4,5,1,5,5,1,4,2
255,Top Chef,4,4,3,4,3,4,5,3,3,4,3,2,4,3,2,3,3,2,3,1
255,Monk,5,3,4,3,5,5,4,4,4,3,2,3,4,3,3,3,3,4,5,5
255,Smallville,3,3,2,4,3,5,3,3,2,4,3,5,4,3,3,3,5,4,3,3
255,Cops,5,5,3,5,5,5,3,3,2,3,2,3,3,4,3,3,4,2,4,4
255,Law and Order: Criminal Intent,5,5,5,5,5,5,5,2,1,3,3,5,5,5,4,4,3,3,2,4
256,Next,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
256,Real World XVIII Denver Launch,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
256,American Chopper,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
256,Dancing with the Stars,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1
259,Cops,3,4,3,4,4,1,3,2,2,4,4,2,4,5,2,4,5,2,4,3
259,The Apprentice: Los Angeles,4,5,3,4,5,5,3,2,3,4,4,3,3,5,4,5,5,2,4,4
260,Next,4,4,4,5,4,3,4,2,1,3,4,2,2,4,2,3,3,1,4,4
260,CSI: Crime Scene Investigation,4,4,4,4,4,4,4,3,2,3,2,3,3,4,3,3,3,2,4,4
260,Grey's Anatomy,4,5,4,4,4,5,3,1,2,4,3,3,2,4,2,4,4,2,5,4
262,Next,3,3,3,3,4,3,3,3,4,4,3,1,4,4,3,4,4,3,1,1
262,My Super Sweet 16,2,2,2,2,4,2,2,4,3,2,3,2,2,3,4,4,4,3,4,3
262,Real World XVIII Denver Launch,4,3,4,4,4,3,4,4,3,3,3,2,2,4,2,4,3,2,5,2
262,Smallville,3,2,2,2,3,2,3,2,2,2,2,2,3,3,2,3,2,3,3,3
262,America's Next Top Model,4,4,3,3,4,2,2,3,2,2,2,1,2,4,2,5,4,1,3,4
262,The Apprentice: Los Angeles,4,4,4,3,4,4,3,3,1,3,3,2,2,4,2,5,5,2,3,3
263,CSI: Crime Scene Investigation,5,4,4,4,4,5,5,4,5,4,3,1,3,5,4,4,5,1,3,5
264,What Not to Wear,4,3,4,4,4,4,3,3,3,4,3,3,4,4,1,4,3,2,3,4
264,Monk,3,5,4,4,5,5,4,2,2,5,5,2,3,5,3,5,5,2,4,5
264,Las Vegas,5,3,4,4,4,4,4,3,3,4,4,3,4,5,3,4,4,3,4,5
264,America's Next Top Model,5,5,5,5,5,5,4,4,3,3,4,3,3,5,2,4,4,3,4,4
265,Project Runway,3,2,3,3,4,1,1,4,3,1,4,2,4,4,2,2,3,2,3,3
265,Next,5,4,4,4,5,2,2,4,1,1,3,2,4,5,1,4,4,1,5,2
265,My Super Sweet 16,4,4,2,3,4,3,1,4,4,2,3,3,2,4,1,3,3,2,5,2
265,Real World XVIII Denver Launch,4,4,4,2,4,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3
265,America's Next Top Model,2,3,3,3,3,3,3,3,3,2,3,3,4,4,2,3,2,3,3,4
266,Next,3,2,3,1,1,1,2,5,4,2,3,1,5,4,1,3,2,3,4,2
266,My Super Sweet 16,2,2,3,2,2,2,2,5,3,1,2,3,5,3,4,4,2,3,4,1
266,Real World XVIII Denver Launch,4,3,4,3,2,2,2,5,3,4,4,2,4,5,1,5,3,2,4,3
266,Monk,4,4,3,4,4,2,2,1,2,2,4,3,2,4,1,5,3,1,2,4
267,My Name is Earl,4,5,4,4,5,4,4,3,3,5,5,2,3,5,1,5,4,2,4,4
269,Next,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
269,My Super Sweet 16,3,3,4,3,4,3,3,4,3,3,4,1,3,4,3,3,2,3,3,3
269,What Not to Wear,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
269,Real World XVIII Denver Launch,3,3,3,3,4,3,3,3,3,4,4,2,4,4,4,4,2,2,4,4
269,Veronica Mars,3,3,3,3,3,3,3,2,3,4,4,3,4,4,4,4,4,3,4,4
269,America's Next Top Model,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4
270,Real World XVIII Denver Launch,4,4,4,5,5,3,3,1,2,5,5,2,4,5,1,5,3,1,5,2
270,Lost,5,5,4,5,5,3,2,2,1,3,3,4,1,5,1,5,3,1,5,5
270,Grey's Anatomy,5,5,5,5,5,5,5,1,1,5,5,2,2,5,1,4,3,1,5,4
272,Two and a Half Men,3,3,4,3,3,3,3,1,2,3,4,1,3,5,2,4,3,2,2,1
272,CSI: Crime Scene Investigation,4,4,4,4,5,4,3,1,1,4,3,1,3,5,2,4,4,1,3,4
273,House Hunters,3,3,3,3,3,3,2,2,2,4,1,1,4,3,1,4,5,2,1,1
273,What Not to Wear,2,2,2,2,2,2,2,4,4,2,5,1,3,2,1,3,4,4,1,1
273,Monk,4,2,3,2,3,2,2,2,3,2,4,1,4,4,1,4,3,2,2,1
273,30 Rock,4,4,5,4,3,3,2,1,1,4,5,1,2,5,1,5,5,1,2,1
273,The War at Home,3,3,4,3,3,3,3,4,3,3,4,1,4,4,1,2,4,2,2,2
275,House Hunters,3,2,3,3,3,2,2,1,1,2,2,1,4,3,1,3,4,3,1,1
275,My Super Sweet 16,4,3,3,4,5,2,2,4,3,2,3,1,4,5,3,4,4,2,3,2
275,Friday Night Lights,4,3,4,4,3,2,3,2,2,4,3,1,4,4,1,3,4,1,3,2
275,Las Vegas,4,3,4,4,4,3,3,2,3,2,3,1,4,4,1,4,3,1,3,3
275,The Apprentice: Los Angeles,4,2,3,2,4,3,3,1,4,2,3,1,3,3,1,4,3,3,1,1
278,Two and a Half Men,3,3,3,3,3,3,3,3,3,5,4,1,3,5,1,3,3,1,2,1
278,Dancing with the Stars,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
278,CSI: Crime Scene Investigation,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4
280,Next,4,3,4,1,5,1,1,2,1,1,3,2,1,5,1,1,3,4,4,3
280,What Not to Wear,3,4,4,2,5,1,3,2,1,4,5,1,3,4,1,5,4,2,3,1
280,Real World XVIII Denver Launch,4,4,4,3,5,1,2,3,1,3,5,1,4,5,2,3,4,2,5,4
