statenum	year	popul	lpc_viol	lpc_prop	lpc_murd	efamurd	efaviol	efaprop	xxprison	xxpolice	xxunemp	xxincome	xxpover	xxafdc15	xxgunlaw	xxbeer
35	97	641	-.13688	3.267354	-4.67127	.4537276	.6627399	1.09722	.1161013	.7832912	.025	9.908545	13.6	6167.192	1	26.4
35	98	638												5491.807	1	
35	99	633.666														
36	66														0	
36	67														0	
36	68														0	
36	69														0	
36	70	10667													0	
36	71	10739													0	
36	72	10747	1.100007	3.450145	-2.584114						.05542	9.779579			0	
36	73	10767	1.06726	3.463679	-2.621109				-.2612669	.5841823	.04258	9.826632			0	
36	74	10766	1.289576	3.650383	-2.425583				-.3330602	.6484168	.04792	9.811853			0	
36	75	10770	1.405173	3.807063	-2.509154				-.1435868	.7527331	.09083	9.78323			0	
36	76	10753	1.351785	3.813919	-2.608379				.0586893	.8127649	.07817	9.831858			0	
36	77	10771	1.396386	3.75774	-2.559579				.1525419	.7619603	.06467	9.872402			0	
36	78	10796	1.413095	3.744236	-2.67893				.1761751	.7235502	.05408	9.89935			0	
36	79	10798	1.514335	3.838021	-2.524387				.1939707	.845364	.05892	9.89159			0	
36	80	10798	1.603046	3.895667	-2.517474				.2129042	.7351761	.08367	9.850911	9.8		0	
36	81	10788	1.601416	3.901021	-2.602829				.2225136	.7771713	.09625	9.835517	12.7		0	
36	82	10757	1.477268	3.809557	-2.767119				.3274802	.7774164	.12508	9.815445	12.8		0	
36	83	10738	1.381791	3.716077	-2.884614				.476132	.8100519	.12208	9.836498	13.6		0	
36	84	10738	1.350216	3.661719	-2.969809				.5169717	.7973243	.09417	9.884094	13.5		0	24.9
36	85	10735	1.340063	3.639917	-2.9641	.001719	.0188764	.0762825	.5503937	.7805698	.08875	9.904476	12.8	8091.186	0	24.2
36	86	10730	1.43938	3.675243	-2.892237	.0029112	.0303899	.1184668	.6645157	.7806785	.08133	9.938112	12.8	7656.444	0	23.4
36	87	10760	1.440469	3.728877	-2.837871	.0087403	.0576048	.1962303	.738826	.8171035	.07	9.943063	12.7	7326.173	0	23.9
36	88	10799	1.515301	3.742798	-2.915597	.0180624	.0976138	.3053861	.8121686	.8037171	.06025	9.968595	12.4	7591.216	0	23.7
36	89	10829	1.551733	3.760117	-2.809938	.0415041	.1675527	.4693904	.8962562	.7893913	.05533	9.977871	10.6	6797.647	0	23.9
36	90	10866	1.619948	3.768091	-2.796619	.0859942	.2639143	.6665738	1.036744	.7714908	.05658	9.977726	11.5	6801.859	0	23.9
36	91	10940	1.725961	3.800141	-2.637048	.1610969	.3967084	.9058738	1.074519	.752721	.064	9.96233	13.4	6702.074	0	23.6
36	92	11021	1.659519	3.722728	-2.722766	.266175	.5424597	1.133563	1.183957	.8605422	.072	9.982689	12.4	6547.129	0	23
36	93	11091	1.617699	3.684157	-2.811099	.4040703	.7130648	1.370328	1.247682	.8770403	.065	9.989721	13	6410.154	0	23
36	94	11102	1.580562	3.682781	-2.819615	.5594986	.8878615	1.582841	1.298643	.80612	.055	10.03149	14.1	6313.884	0	23
36	95	11155.5	1.573323	3.668971	-2.922758	.7322862	1.066256	1.768344	1.355794	.9209278	.048	10.08051	11.5	5843.446	0	22.8
36	96	11187	1.454277	3.694348	-3.034652	.910701	1.248162	1.939181	1.387527	.7812157	.049	10.09726	12.7	5254.654	0	23.3
36	97	11186	1.471139	3.708485	-3.062837	1.093084	1.426052	2.083951	1.417662	.9662734	.046	10.09318	11	5129.347	0	23
36	98	11238												4989.036	0	
36	99	11256.7														
37	66														0	
37	67														0	
37	68														0	
37	69														0	
37	70	2567													0	
37	71	2600													0	
37	72	2659	.8608519	3.346355	-2.67077						.04136	9.625027			0	
37	73	2696	.8886115	3.459725	-2.723375				.3214238	.6610466	.03167	9.682419			0	
37	74	2735	1.020437	3.632203	-2.520259				.1673108	.7180569	.04771	9.675103			0	
37	75	2775	1.086528	3.732362	-2.383229				.057199	.7601393	.07644	9.682616			0	
37	76	2827	1.030932	3.714504	-2.765188				.1213403	.7742704	.05608	9.71226			0	
37	77	2870	1.131627	3.628078	-2.47727				.2787994	.7938453	.04988	9.740367			0	
37	78	2917	1.248395	3.618717	-2.481143				.2291187	.8403049	.03933	9.782526			0	
37	79	2975	1.370967	3.732398	-2.359645				.3611899	.8205965	.03442	9.809667			0	
37	80	3025	1.425912	3.828001	-2.314223				.3566749	.7827882	.04825	9.811438	13.9		0	
37	81	3096	1.451847	3.787217	-2.406654				.4608712	.7993668	.036	9.84499	13.8		0	
37	82	3206	1.481364	3.857632	-2.232138				.5340045	.8102122	.05708	9.85314	15.4		0	
37	83	3290	1.445595	3.810364	-2.58119				.7067781	.9127912	.09017	9.804846	16.9		0	
37	84	3286	1.408415	3.80698	-2.544467				.8213452	.8854241	.07008	9.813323	13.3		0	17.8
37	85	3271	1.448949	3.921758	-2.555517	.0007768	.0087969	.0362844	.8736411	.9386798	.07167	9.81613	16	6850.207	0	18.1
37	86	3253	1.489246	4.037215	-2.492622	.0014604	.01546	.0608896	.9347677	.9484788	.08208	9.801922	14.7	6467.556	0	18.3
37	87	3210	1.448494	4.045917	-2.576858	.0028161	.0246655	.0919541	1.093373	.9544705	.07358	9.779805	17	6358.565	0	18.2
37	88	3167	1.498977	3.972333	-2.567479	.0080757	.0474739	.1544606	1.099546	.9157922	.06708	9.80147	17.3	7677.973	0	18.3
37	89	3150	1.615578	3.937462	-2.70805	.0171696	.0809739	.2398566	1.193626	.874442	.056	9.818206	14.7	7071.116	0	18.4
37	90	3150	1.698785	3.920803	-2.521768	.0365507	.1302699	.3476347	1.304292	.8953751	.056	9.828145	15.6	6730.26	0	19.7
37	91	3168	1.766452	3.931089	-2.622777	.0749515	.204105	.4880618	1.377926	.9106877	.067	9.822683	17	6769.771	0	19.7
37	92	3205	1.83127	3.875216	-2.72536	.1311406	.2922058	.6363453	1.469682	1.109704	.057	9.844191	18.4	6547.129	0	19.9
37	93	3231	1.848218	3.841477	-2.471075	.2066461	.3904701	.782037	1.562618	1.056554	.06	9.848171	19.9	6410.154	0	20
37	94	3258	1.874066	3.895622	-2.668334	.2999721	.4979468	.9215448	1.647932	1.015056	.058	9.861187	16.7	6499.587	0	20.4
37	95	3265.55	1.897106	3.902272	-2.099718	.401847	.6094057	1.047175	1.630155	1.029685	.047	9.898376	17.1	5843.446	1	20
37	96	3289.63	1.79035	3.926571	-2.69136	.5119047	.7204659	1.158428	1.715298	1.105566	.041	9.918806	16.6	5254.654	1	19.9
37	97	3317	1.721948	3.898962	-2.673094	.623507	.8321882	1.260673	1.784396	1.078149	.041	9.919992	13.7	5129.347	1	20.1
37	98	3339												4969.699	1	
37	99	3358.04														
38	66														0	
38	67														0	
38	68														0	
38	69														0	
38	70	2102													0	
38	71	2139													0	
38	72	2197	1.083786	3.854043	-2.915725						.06826	9.768326			0	
38	73	2242	1.066278	3.905292	-3.014643				-.1686692	.6738451	.06116	9.811454			0	
38	74	2285	1.293017	4.082207	-2.889934				-.2945447	.7627048	.07604	9.809202			0	
38	75	2330	1.460111	4.127114	-2.797796				-.136725	.8132131	.10386	9.794762			0	
38	76	2378	1.499676	4.05695	-3.199304				.0623903	.8174895	.09533	9.850976			0	
38	77	2447	1.487457	3.983581	-3.040444				.1708316	.8182856	.07365	9.874356			0	
38	78	2518	1.584344	3.990696	-3.019036				.1780898	.8681542	.06067	9.915387			0	
38	79	2588	1.672405	4.041341	-3.185812				.1318918	.8499608	.06858	9.910753			0	
38	80	2633	1.581478	4.117984	-2.993077				.2022151	.8330099	.08258	9.86651	11.5		0	
38	81	2668	1.557987	4.175402	-3.12691				.1862384	.8767023	.0985	9.82513	12.3		0	
38	82	2665	1.547842	4.103954	-2.975304				.2101662	.8749689	.11558	9.781492	13.9		0	
38	83	2653	1.588181	4.057436	-3.192098				.3807725	.8256227	.10808	9.81531	16.4		0	
38	84	2667	1.624177	4.052245	-3.036679				.3985307	.834072	.09367	9.850303	12.8		0	22.6
38	85	2673	1.711899	4.128925	-3.062643	.002703	.0285174	.1120385	.4598283	.8041162	.08817	9.865191	11.9	8686.855	0	22.1
38	86	2684	1.709344	4.184351	-2.71328	.0041586	.0420679	.1601017	.4929336	.7828983	.08475	9.895262	12.3	8274.667	0	22.5
38	87	2701	1.694021	4.171952	-2.870939	.0158918	.0893834	.2846664	.5750381	.7940642	.062	9.904269	14.2	7833.015	0	22.6
38	88	2741	1.69699	4.176378	-2.981604	.0290939	.1427259	.4254179	.7032771	.8113004	.05825	9.926025	10.4	9239.595	0	22.6
38	89	2791	1.656332	4.043252	-3.036315	.0691253	.2463132	.6486733	.7819355	.8196079	.05692	9.956016	11.2	7891.521	0	22.5
38	90	2858	1.617453	3.933985	-3.275746	.1382725	.3702199	.8759329	.7910272	.8054612	.05508	9.958133	9.2	8019.034	1	23.4
38	91	2919	1.623048	3.961612	-3.088647	.2451993	.5334721	1.138146	.8204486	.7856542	.06	9.95037	13.5	8563.76	1	22.7
38	92	2972	1.631336	3.973993	-3.062516	.3825483	.6954841	1.36392	.8356312	.7365558	.075	9.97149	11.3	8708.317	1	22.9
38	93	3032	1.615619	3.963185	-3.075335	.5471259	.8799016	1.592573	.7952554	.7341845	.072	9.980442	11.8	8241.626	1	22.2
38	94	3086	1.649892	4.056255	-3.023996	.7145563	1.058038	1.78274	.7713107	.7088543	.054	10.0114	11.8	7905.621	1	22.2
38	95	3141.42	1.653094	4.101111	-3.192618	.9038898	1.243269	1.953097	.8098495	.7620105	.048	10.05334	11.2	7432.864	1	22
38	96	3195.09	1.53551	4.016201	-3.209557	1.082541	1.428118	2.113228	.9204139	.7621971	.059	10.08385	11.8	5784.356	1	22.3
38	97	3243	1.491562	4.064804	-3.530377	1.269988	1.607611	2.252425	.9972159	.803398	.058	10.08255	11.6	5847.855	1	21.8
38	98	3282												5917.229	1	
38	99	3316.15														
39	66														0	
39	67														0	
39	68														0	
39	69														0	
39	70	11816													0	
39	71	11901													0	
39	72	11908	.9851447	3.046931	-2.816888						.05458	9.784274			0	
39	73	11891	1.002284	3.105309	-2.758145				-.6454293	.7594267	.04817	9.821088			0	
39	74	11871	1.144385	3.306966	-2.703512				-.6016746	.7916175	.05125	9.814226			0	
39	75	11906	1.1848	3.40127	-2.690236				-.5672262	.8595693	.08325	9.804516			0	
39	76	11897	1.078633	3.413143	-2.80618				-.6882875	.8327703	.07933	9.84331			0	
39	77	11894	1.030364	3.335314	-2.899154				-.5807676	.8691165	.07708	9.87337			0	
39	78	11879	1.091403	3.350709	-2.796356				-.5484334	.912652	.06942	9.902813			0	
39	79	11888	1.191437	3.440441	-2.798493				-.4306987	.864798	.06908	9.899785			0	
39	80	11864	1.288435	3.514854	-2.685465				-.4362591	.8487508	.07817	9.869998	9.8		0	
39	81	11859	1.313463	3.500397	-2.789169				-.3801641	.9122367	.08358	9.866444	11.6		0	
39	82	11845	1.283861	3.433192	-2.860514				-.2440409	.8822409	.10917	9.862766	13.5		0	
39	83	11838	1.236926	3.355632	-3.010883				-.1254953	.8970094	.11842	9.876906	15.5		0	
39	84	11815	1.172261	3.317405	-3.089267				-.0118113	.8725713	.091	9.911305	15.6		0	24.9
39	85	11771	1.204058	3.305142	-3.063476	.0024758	.0262428	.1034533	.0954256	.8608684	.08017	9.944738	10.5	11963.04	0	24.9
39	86	11783	1.285877	3.320697	-2.88369	.0037735	.0386941	.1488188	.1818825	.862952	.06833	9.987108	10.1	11365.78	0	25.2
39	87	11811	1.317134	3.34054	-2.912198	.0135976	.0806193	.2634225	.2523323	.8882164	.05658	10.00093	10.6	11242.68	0	25.1
39	88	11846	1.301552	3.352493	-2.887506	.0267741	.1341857	.405204	.3188154	.8422596	.05092	10.02141	10.3	10280.68	0	25.3
39	89	11866	1.345924	3.409667	-2.757367	.0600067	.22379	.6042635	.4118603	.793731	.045	10.04745	10.4	10274.6	1	24.6
39	90	11895	1.459875	3.414987	-2.698013	.1246799	.3477743	.8406195	.5446968	.815191	.05383	10.05147	11	9594.2	1	25.8
39	91	11949	1.505072	3.437746	-2.75772	.2220061	.5016518	1.097383	.6276162	.8353733	.069	10.04936	11	9646.924	1	24.6
39	92	11995	1.452733	3.390876	-2.777519	.3535921	.6729451	1.354661	.67149	.7981561	.075	10.06763	11.7	9312.179	1	23.5
39	93	12048	1.429007	3.351281	-2.683698	.5146078	.8586188	1.595661	.733025	.7683235	.07	10.06874	13.2	8389.325	1	23.7
39	94	12052	1.450894	3.348211	-2.828908	.6894647	1.053635	1.815927	.7709271	.7348851	.062	10.09234	12.5	7428.1	1	23.4
39	95	12044.8	1.454619	3.382424	-2.769669	.8860411	1.249383	2.004159	.8537018	.7571047	.059	10.13072	12.2	6942.014	1	22.4
39	96	12038	1.465863	3.389286	-2.864947	1.081464	1.443649	2.168983	.9898356	.7255535	.053	10.15595	11.6	6165.743	1	22.4
39	97	12020	1.486358	3.39765	-2.836129	1.277129	1.629931	2.308002	1.053962	.7021604	.052	10.15234	11.2	6147.233	1	22.1
39	98	12002												6091.265	1	
39	99	11994														
40	66														0	
40	67														0	
40	68														0	
40	69														0	
40	70	951													0	
40	71	959													0	
40	72	975	.9107369	3.754595	-4.317488						.05087	9.770211			0	
40	73	976	1.03553	3.780153	-3.386955				-1.053492	.8353587	.04885	9.785204			0	
40	74	951	1.025178	3.862819	-3.273995				-.8820477	.8298753	.05804	9.765945			0	
40	75	943	1.089022	3.960985	-3.516862				-.782168	.8526911	.1115	9.757126			0	
40	76	946	1.077604	3.959463	-3.7612				-.8377991	.8749384	.0814	9.795517			0	
40	77	950	1.08803	3.920805	-3.330101				-.6578372	.9234532	.08636	9.819708			0	
40	78	952	1.229383	3.876679	-3.247647				-.5949703	.9967544	.06542	9.842971			0	
40	79	950	1.299761	3.965594	-3.455265				-.5970734	1.004702	.06717	9.843946			0	
40	80	947	1.406159	4.010477	-3.115629				-.5303125	1.020556	.07225	9.835399	10.7		0	
40	81	953	1.484415	3.9898	-3.170735				-.4382021	1.0222	.07575	9.836284	11.7		0	
40	82	954	1.394905	3.908642	-3.305315				-.3243736	1.007874	.10258	9.842975	13.3		0	
40	83	956	1.266417	3.838462	-3.604661				-.2000885	.9721438	.0825	9.882348	14.8		0	
40	84	962	1.208122	3.79308	-3.372507				-.0851113	.9810907	.05325	9.931385	12.8		0	25.1
40	85	969	1.241942	3.777884	-3.320917	.001949	.0210977	.0844189	-.07667	.9724784	.05008	9.955239	9	10920.62	0	25.7
40	86	977	1.208364	3.819387	-3.358126	.0031384	.0324203	.1253924	-.0062112	.962867	.04133	10.00257	9.1	10890.22	0	26
40	87	990	1.276152	3.893015	-3.342357	.0084845	.0584813	.2016795	.0302442	1.014296	.03875	10.02757	8.1	10275.07	0	25.6
40	88	996	1.376964	3.871807	-3.190175	.0206845	.1085977	.3362301	.0010096	1.027453	.03058	10.0653	9.8	9884.168	0	25.3
40	89	1001	1.326606	3.877922	-3.016934	.0434969	.180259	.5105457	.1686746	1.047108	.04	10.08002	6.7	9493.266	0	24.8
40	90	1004	1.462499	3.895513	-3.040546	.0936632	.2916143	.7426794	.3835824	1.089413	.06783	10.05992	7.5	8627.621	0	24
40	91	1004	1.530291	3.823714	-3.300829	.1753787	.4322053	.9985155	.4572231	1.131595	.085	10.03951	10.4	9105.343	0	24.3
40	92	1001	1.376506	3.737717	-3.325236	.2898254	.5964967	1.265647	.5550522	1.022408	.089	10.0497	12	8803.664	0	22.8
40	93	1000	1.390535	3.712913	-3.244194	.4361586	.7817471	1.542753	.5354939	1.006958	.077	10.06695	11.2	8418.865	0	22.3
40	94	997	1.323159	3.622614	-3.191179	.6034202	.9873233	1.82559	.5417427	1.007593	.071	10.08022	10.3	7879.092	0	22.6
40	95	989.203	1.303663	3.65834	-3.400392	.7925138	1.213611	2.114799	1.074246	1.065299	.07	10.13503	10.6	7596.48	0	22.2
40	96	987.858	1.246815	3.598481	-3.676663	1.00742	1.461322	2.408819	1.076256	1.073495	.051	10.14552	11	7309.901	0	21.7
40	97	987	1.204581	3.502812	-3.675794	1.236953	1.720234	2.690834	1.197312	1.070354	.053	10.15322	12.7	6566.363	0	22.9
40	98	988												6980.783	0	
40	99	990.819														
41	66														0	
41	67														0	
41	68														0	
41	69														0	
41	70	2597													0	
41	71	2633													0	
41	72	2719	1.333044	3.33952	-1.805461						.0422	9.509309			0	
41	73	2777	1.354185	3.359868	-1.957865				.1619487	.5159613	.04013	9.563993			0	
41	74	2845	1.495094	3.591813	-1.839636				.2282439	.5545099	.062	9.558746			0	
41	75	2902	1.602661	3.691504	-1.947289				.4172293	.59421	.08521	9.527854			0	
41	76	2944	1.75726	3.729843	-2.185406				.6573665	.6886575	.06927	9.574728			0	
41	77	2992	1.810795	3.698385	-2.165967				.7816718	.737658	.07187	9.589702			0	
41	78	3044	1.810204	3.709196	-2.203817				.8164113	.7640989	.05667	9.626875			0	
41	79	3090	1.861996	3.728932	-2.127843				.8511388	.8158821	.05	9.623209			0	
41	80	3122	1.868446	3.848285	-2.194027				.8340341	.8191666	.06908	9.601186	16.8		0	
41	81	3179	1.852822	3.841503	-2.265229				.8666482	.7532818	.08392	9.600561	18.4		0	
41	82	3208	1.972495	3.835994	-2.2212				.9241241	.714158	.10808	9.58379	21.2		0	
41	83	3234	1.82864	3.735916	-2.310034				.9894809	.7581629	.10042	9.625991	20.9		0	
41	84	3272	1.840229	3.706976	-2.372845				1.031914	.7183374	.07083	9.675049	17.2		0	22
41	85	3303	1.855437	3.753162	-2.385559	.0008367	.0089726	.0356679	1.046225	.76961	.06858	9.697684	15.2	3871.856	0	22.1
41	86	3343	1.919409	3.808768	-2.441301	.0014062	.0145009	.0560128	1.098511	.8108293	.06217	9.729729	17.3	3614.222	0	22.9
41	87	3381	1.907404	3.818918	-2.363875	.0039627	.0272872	.0953824	1.193025	.8351306	.05592	9.754577	15.6	3732.201	0	23.5
41	88	3412	2.02652	3.867457	-2.351229	.0093117	.0503393	.1593766	1.255168	.8827257	.04567	9.792579	15.5	3773.919	0	24
41	89	3457	2.112166	3.888148	-2.379835	.0203461	.0860825	.247614	1.330084	.9292197	.04717	9.796468	17	3476.957	0	24
41	90	3501	2.274781	3.921569	-2.194657	.0415367	.1327295	.3466066	1.454766	.9485672	.047	9.827639	16.2	3150.335	0	25.6
41	91	3561	2.274419	3.952253	-2.181345	.0794983	.2016195	.4772133	1.532456	.9673498	.062	9.810625	16.4	2911.002	0	23.8
41	92	3603	2.245446	3.90169	-2.267944	.1319869	.2848241	.6249667	1.575333	.9444772	.062	9.825443	18.9	2701.485	0	23.8
41	93	3643	2.325676	3.887734	-2.268318	.199218	.3796131	.777333	1.586814	.8278401	.075	9.834693	18.7	2599.509	0	24.2
41	94	3664	2.332589	3.906077	-2.339843	.2842286	.4910245	.9366164	1.59177	.9856898	.063	9.867614	13.8	2520.248	0	24.7
41	95	3699.94	2.277061	3.92095	-2.539319	.3874995	.6172968	1.097333	1.645831	1.007822	.051	9.909873	19.9	2500.995	0	24.9
41	96	3738.97	2.288723	3.943806	-2.421432	.5054998	.752058	1.255948	1.667773	1.074003	.06	9.926654	13	2415.446	1	25.4
41	97	3760	2.29283	3.940352	-2.482781	.6345059	.885308	1.391001	1.698976	1.069034	.045	9.936011	13.1	2474.86	1	25.6
41	98	3840												2475.181	1	
41	99	3885.74														
42	66														1	
42	67														1	
42	68														1	
42	69														1	
42	70	668													1	
42	71	674													1	
42	72	677	.1103701	3.00675	-4.43823						.02753	9.630849			1	
42	73	679	.246722	3.028688	-3.262525				-.6770296	.4926406	.02465	9.808781			1	
42	74	680	.5959234	3.217757	-3.883035				-1.056789	.4547928	.02669	9.697824			1	
42	75	681	.7220927	3.235188	-3.304687				-1.000632	.5262936	.03571	9.694462			1	
42	76	686	.6213912	3.200397	-4.045971				-.7005164	.5846818	.03537	9.623668			1	
42	77	688	.6386358	3.188776	-3.894732				-.3612669	.5773665	.03155	9.678478			1	
42	78	689	.4929602	3.230592	-3.970292				-.281885	.6500819	.03075	9.756708			1	
42	79	688	.4656336	3.333916	-3.894732				-.3106828	.6651836	.03567	9.752883			1	
42	80	691	.2337957	3.4352	-4.928702				-.2440733	.7104387	.04783	9.616186	18.8		1	
42	81	690	.039778	3.362888	-4.051785				-.1263216	.7174515	.05075	9.665717	19.5		1	
42	82	691	-.0101819	3.23706	-3.593701				-.041426	.711101	.05442	9.649113	16.8		1	
42	83	693	.1923719	3.199527	-3.83298				.0885779	.7541974	.05408	9.655467	18.1		1	
42	84	697	.4011517	3.217613	-3.981836				.1535321	.7444766	.04367	9.721091	14.5		1	21.7
42	85	698	.3259794	3.234794	-3.98327	.0014062	.0143506	.0549915	.2600439	.7332228	.0525	9.719058	17.3	9083.971	1	20.9
42	86	696	.2379755	3.271817	-3.213145	.0019129	.0189673	.07104	.3958681	.7488719	.04867	9.753733	17	7608.889	1	21.2
42	87	696	.1987095	3.260415	-3.9804	.0088135	.0450647	.1367019	.4111958	.7844	.04233	9.779507	15.2	7740.862	1	21.5
42	88	698	.152512	3.229762	-3.457177	.0154507	.0700249	.1994297	.4872746	.7987232	.03908	9.765355	14.2	7851.486	1	21
42	89	697	.3294792	3.264039	-4.349561	.0356142	.1160956	.2903123	.3793388	.8099747	.04158	9.814281	13.2	7891.521	1	21.6
42	90	697	.4858389	3.311496	-3.907728	.0722628	.1736888	.385443	.5889019	.8427786	.03617	9.861736	13.3	7303.048	1	23.4
42	91	702	.6014629	3.367689	-4.069027	.1210351	.2365794	.4716782	.6543854	.8731945	.034	9.869862	14	6871.317	1	23.5
42	92	708	.6695662	3.337989	-5.17615	.1811236	.298382	.5475286	.6715481	.6902941	.031	9.896075	14.8	6515.347	1	23.6
42	93	715	.7342489	3.31411	-3.394229	.245872	.3593926	.6070744	.7420719	.6409614	.035	9.902386	14.2	6026.136	1	23.5
42	94	721	.822422	3.358505	-4.278054	.3037624	.4163193	.6513116	.7756613	.4769723	.033	9.972072	14.5	5518.017	1	24.3
42	95	728.251	.731204	3.352015	-4.025696	.3701325	.4754614	.6961183	.8624392	.7543427	.029	9.924325	14.5	5095.485	1	23.7
42	96	730.699	.5738076	3.331394	-4.396777	.4244787	.5326815	.7409284	.9435826	.8124154	.032	9.987908	11.8	4513.069	1	24.3
42	97	738	.680191	3.416927	-4.301359	.4796146	.5891993	.7875965	1.0384	.8331426	.031	9.955563	16.5	4810.01	1	24.1
42	98	731												4718.313	1	
42	99	733.133														
43	66														0	
43	67														0	
43	68														0	
43	69														0	
43	70	3938													0	
43	71	3994													0	
43	72	4095	1.144199	3.131547	-2.197225						.03622	9.569716			0	
43	73	4147	1.270281	3.291532	-2.031191				-.2070948	.5232029	.03761	9.630975			0	
43	74	4214	1.332237	3.467721	-2.0272				-.1828522	.5678152	.0521	9.609496			0	
43	75	4276	1.35801	3.635954	-2.193257				-.1110721	.694333	.08332	9.584546			0	
43	76	4347	1.338349	3.623491	-2.241676				.0645239	.7307836	.06024	9.63203			0	
43	77	4423	1.331162	3.483169	-2.321529				.1026654	.7213852	.06296	9.655991			0	
43	78	4486	1.312709	3.469692	-2.390124				.2142869	.7965841	.05808	9.700672			0	
43	79	4560	1.380521	3.543061	-2.361293				.2629128	.8077051	.05792	9.690542			0	
43	80	4591	1.512008	3.688836	-2.239491				.3741314	.7226421	.073	9.657698	19.6		0	
43	81	4628	1.413314	3.65937	-2.335087				.4249502	.8205884	.09075	9.655215	20.9		0	
43	82	4646	1.438808	3.688083	-2.33008				.5343581	.81906	.11842	9.642689	23.6		0	
43	83	4660	1.396755	3.591534	-2.430614				.5269244	.8186015	.11483	9.672341	20.1		0	
43	84	4687	1.500206	3.545651	-2.476197				.6911065	.8332822	.08567	9.729241	17.4		0	19.7
43	85	4715	1.566847	3.618752	-2.397047	.0015801	.0175028	.0711459	.6301863	.793835	.08	9.757005	18.1	5460.31	0	19.8
43	86	4739	1.69915	3.700945	-2.246975	.0027705	.0293839	.1158847	.4975889	.7589111	.08033	9.814326	18.3	4993.333	0	20.9
43	87	4783	1.689175	3.736325	-2.376999	.0063253	.0487177	.1746331	.6180161	.8276013	.06608	9.84234	16.9	4791.962	0	21
43	88	4822	1.692761	3.692848	-2.347546	.0167104	.0927091	.2926552	.6594475	.8793204	.05775	9.864699	18	4511.352	0	21.5
43	89	4854	1.720395	3.697566	-2.454472	.0342308	.150514	.434042	.7243838	.9286569	.05125	9.878853	18.4	4141.095	0	21.1
43	90	4892	1.899713	3.776729	-2.258987	.0747439	.2451719	.6314691	.7838771	.9010955	.05217	9.879503	16.9	3794.721	0	21.9
43	91	4952	1.982477	3.837662	-2.203098	.1477223	.3807169	.8842024	.7530501	.8719022	.066	9.874686	15.5	3520.281	0	21.4
43	92	5025	2.009569	3.781626	-2.268352	.2470405	.5220922	1.10387	.8402921	1.050912	.064	9.911444	17	3368.911	0	21.7
43	93	5099	2.035722	3.800814	-2.28105	.3865407	.6944525	1.343236	.857818	1.066939	.057	9.925889	19.6	3249.387	0	21.6
43	94	5175	2.01213	3.777788	-2.373651	.5451062	.8637204	1.537191	.922274	1.020246	.048	9.96069	14.6	3024.298	1	21.5
43	95	5241.17	2.045967	3.829559	-2.241735	.7115694	1.032825	1.702625	1.023458	1.026093	.052	10.02626	15.5	2641.238	1	21.4
43	96	5313.58	2.047566	3.846099	-2.35743	.8900939	1.202838	1.854635	1.065146	1.048501	.052	10.0345	15.9	2288.317	1	21.5
43	97	5368	2.066433	3.854845	-2.351841	1.058227	1.367542	1.977687	1.078671	1.120102	.054	10.03078	14.3	2255.316	1	21.3
43	98	5433												2223.795	1	
43	99	5483.53														
44	66														0	
44	67														0	
44	68														0	
44	69														0	
44	70	11241													0	
44	71	11428													0	
44	72	11759	1.245998	3.542586	-2.103454						.04517	9.675209			0	
44	73	12020	1.319979	3.582354	-2.08044				.2896149	.6038991	.03883	9.725444			0	
44	74	12269	1.343242	3.765469	-2.005089				.3605443	.6994087	.04292	9.722986			0	
44	75	12569	1.335855	3.888553	-2.037147				.3162655	.7771008	.05575	9.734613			0	
44	76	12904	1.236197	3.900672	-2.139485				.4098842	.8037173	.05742	9.780997			0	
44	77	13193	1.377482	3.882002	-2.046121				.4734173	.766815	.05358	9.812738			0	
44	78	13500	1.434202	3.899371	-1.985884				.5549379	.8332419	.04817	9.863807			0	
44	79	13888	1.588306	3.955297	-1.826784				.59904	.799374	.04217	9.877561			0	
44	80	14229	1.701145	4.019885	-1.783152				.6469494	.8254492	.05225	9.86858	15.7		0	
44	81	14746	1.672891	4.011189	-1.796518				.7423087	.8470569	.05292	9.898189	15.4		0	
44	82	15331	1.749481	4.044117	-1.82728				.7590792	.8244169	.0685	9.887209	16.2		0	
44	83	15752	1.631861	3.986281	-1.950938				.8577724	.8370609	.07992	9.880212	15.7		0	
44	84	16007	1.618171	4.010742	-2.034428				.8057535	.8416318	.05933	9.909603	15.7		0	29.8
44	85	16273	1.710636	4.103404	-2.032447	.00141	.0154008	.0620101	.8292601	.8531798	.07008	9.928036	15.9	5907.062	0	29.1
44	86	16561	1.892748	4.219285	-1.992571	.0023407	.024397	.0949949	.8356866	.8762315	.08883	9.8984	17.3	5516.444	0	29
44	87	16622	1.852344	4.27145	-2.138293	.0067199	.0458335	.1583183	.8444904	.8960523	.08442	9.88912	17.6	5252.728	0	27.5
44	88	16667	1.882485	4.3061	-2.109344	.0149867	.0810189	.2545632	.8482342	.9275138	.07308	9.905223	18	4728.243	0	27.5
44	89	16807	1.895712	4.297012	-2.114252	.0329559	.1368603	.3888491	.8863145	.9649466	.06725	9.919108	17.1	4219.229	0	27.6
44	90	17060	2.025731	4.253466	-1.965862	.0695947	.2183232	.5584685	.962894	.9746259	.06167	9.930641	15.9	3866.32	0	29
